,auc,prauc,model,assignment,k,iteration
64,0.7389163841477145,0.0004323044727358478,BiSBM_VB,soft,2,8
65,0.6782399056447043,0.00032542666790877654,BiSBM_VB,soft,3,8
66,0.685682307984046,0.0003370669256106345,BiSBM_VB,soft,4,8
67,0.683262270284039,0.0003318931363785624,BiSBM_VB,soft,5,8
68,0.7249447550590857,0.0003480089613036629,BiSBM_VB,soft,6,8
69,0.6838678430136997,0.00034208437681702153,BiSBM_VB,soft,7,8
70,0.6860080675498256,0.00035055772447698517,BiSBM_VB,soft,8,8
71,0.7121373165360056,0.0003480227726380884,BiSBM_VB,soft,9,8
72,0.6929709348191946,0.0002910887024121487,BiSBM_VB,soft,2,9
73,0.694674378827362,0.00028781048385711203,BiSBM_VB,soft,3,9
74,0.6926965626641601,0.00029667330656757494,BiSBM_VB,soft,4,9
75,0.6972349651064452,0.00029812513352348946,BiSBM_VB,soft,5,9
76,0.6926856748326469,0.000295505549449153,BiSBM_VB,soft,6,9
77,0.6924641290451586,0.0002955169921185971,BiSBM_VB,soft,7,9
78,0.735360104102165,0.00029693702621401007,BiSBM_VB,soft,8,9
79,0.691528113281625,0.0002914896536427554,BiSBM_VB,soft,9,9
