,auc,prauc,model,assignment,k,iteration,init
76,0.8925242296709321,0.04889007893755346,DSBM,soft,8,0,True
77,0.8630106745853718,0.03676554072345619,DSBM,soft,8,0,False
78,0.8845503357616412,0.03701430029982139,BiAA,hard,8,0,False
79,0.8383444779137915,0.027041923921616102,SBM,hard,8,0,True
80,0.7932050104324667,0.01749664249414508,SBM,hard,8,0,False
81,0.8833564770307705,0.04233593621660281,DBiAA,hard,8,0,False
82,0.8573404687132816,0.026293607074983103,DSBM,hard,8,0,True
83,0.8436710888931614,0.04437699845762484,DSBM,hard,8,0,False
84,0.8828081494299529,0.04199872897414431,BiAA,soft,9,0,False
85,0.8894788751450932,0.04098057597596414,SBM,soft,9,0,True
86,0.8516211269912483,0.04838222392188359,SBM,soft,9,0,False
87,0.9008545365207545,0.04571705479975312,DBiAA,soft,9,0,False
88,0.8914496499960836,0.046897103467545415,DSBM,soft,9,0,True
89,0.880362038639293,0.05263628352145154,DSBM,soft,9,0,False
90,0.8671256239896886,0.03192219292694555,BiAA,hard,9,0,False
91,0.8554943137715681,0.025975836098351263,SBM,hard,9,0,True
92,0.8026750553668454,0.01890980430379341,SBM,hard,9,0,False
93,0.8756079671288285,0.056281618344629344,DBiAA,hard,9,0,False
94,0.8307074138164314,0.03316482271862393,DSBM,hard,9,0,True
95,0.862987174831051,0.04257630948279932,DSBM,hard,9,0,False
96,0.7970130388030792,0.025648507080396475,BiAA,soft,2,1,False
97,0.7910252301907753,0.020097158112768947,SBM,soft,2,1,True
98,0.7954414037186581,0.028373073302601002,SBM,soft,2,1,False
99,0.7984020167061889,0.02176951070646129,DBiAA,soft,2,1,False
100,0.7984176832090695,0.021775087690682784,DSBM,soft,2,1,True
101,0.8024090808747606,0.02206689353537888,DSBM,soft,2,1,False
102,0.7383053116565903,0.01256335210002975,BiAA,hard,2,1,False
103,0.726709251069951,0.01256335210002975,SBM,hard,2,1,True
104,0.7383053116565903,0.01251322095042073,SBM,hard,2,1,False
105,0.7727780270175963,0.020452720375433435,DBiAA,hard,2,1,False
106,0.7469695998632742,0.018779786923213845,DSBM,hard,2,1,True
107,0.7279803741445734,0.023365865203577245,DSBM,hard,2,1,False
108,0.846797980445356,0.04345326380590055,BiAA,soft,3,1,False
109,0.7888668133621026,0.021074651080177854,SBM,soft,3,1,True
110,0.8569075035427661,0.047875297807691286,SBM,soft,3,1,False
111,0.842729674492797,0.03461777825900971,DBiAA,soft,3,1,False
112,0.824639136348423,0.024632229715341892,DSBM,soft,3,1,True
113,0.8524856331047448,0.03526447956908898,DSBM,soft,3,1,False
114,0.8050018871014833,0.019851600889822556,BiAA,hard,3,1,False
115,0.7575548149572376,0.013540065935156375,SBM,hard,3,1,True
116,0.7383053116565903,0.01251322095042073,SBM,hard,3,1,False
117,0.8127603665961673,0.022818695538084632,DBiAA,hard,3,1,False
118,0.7843605574426571,0.02047666736945675,DSBM,hard,3,1,True
119,0.8261602113553661,0.02731573501400514,DSBM,hard,3,1,False
120,0.8491394105122235,0.036257169594927106,BiAA,soft,4,1,False
121,0.8452185121094946,0.0245163256020981,SBM,soft,4,1,True
122,0.8337687909020346,0.03402782632929076,SBM,soft,4,1,False
123,0.8746373560640047,0.041326911627050864,DBiAA,soft,4,1,False
124,0.8462525012996076,0.03590759347402514,DSBM,soft,4,1,True
125,0.8677989275566664,0.04117143785956795,DSBM,soft,4,1,False
126,0.8283841426506299,0.021769469984702576,BiAA,hard,4,1,False
127,0.770165637662273,0.01767888059533765,SBM,hard,4,1,True
128,0.7461866307761329,0.012736758133280275,SBM,hard,4,1,False
129,0.8510393300433677,0.033004977687243774,DBiAA,hard,4,1,False
130,0.8695258034423581,0.032063038617095224,DSBM,hard,4,1,True
131,0.8519052603843991,0.029782461235358434,DSBM,hard,4,1,False
132,0.8898922571870083,0.04564341469908402,BiAA,soft,5,1,False
133,0.8729094120076624,0.04329125369954295,SBM,soft,5,1,True
134,0.8652171590933367,0.038065298089199465,SBM,soft,5,1,False
135,0.9055687296602506,0.0450833501161806,DBiAA,soft,5,1,False
136,0.8429162482998284,0.028390077506429315,DSBM,soft,5,1,True
137,0.8666118339065849,0.04252670674948174,DSBM,soft,5,1,False
138,0.8576320793009892,0.028498304053617293,BiAA,hard,5,1,False
139,0.7925156843057246,0.018998781858081695,SBM,hard,5,1,True
140,0.7689906499462353,0.015377217940385123,SBM,hard,5,1,False
141,0.8641101782420759,0.030221969870410155,DBiAA,hard,5,1,False
142,0.8126250649803812,0.02529445053291232,DSBM,hard,5,1,True
143,0.8618577623961204,0.031762096593314616,DSBM,hard,5,1,False
144,0.8975100942126514,0.04288883484213882,BiAA,soft,6,1,False
145,0.8647254445370193,0.03494966707863969,SBM,soft,6,1,True
146,0.8698259593952729,0.036266356001484805,SBM,soft,6,1,False
147,0.9024453986768927,0.05286440514532333,DBiAA,soft,6,1,False
148,0.8777706566401049,0.03251943238770201,DSBM,soft,6,1,True
149,0.8727381486466277,0.040796058393375745,DSBM,soft,6,1,False
150,0.8740480819215678,0.030498526587838526,BiAA,hard,6,1,False
151,0.8367546839283044,0.028109565042368025,SBM,hard,6,1,True
152,0.7689906499462353,0.015377217940385123,SBM,hard,6,1,False
153,0.8551909533067003,0.031221689872769933,DBiAA,hard,6,1,False
154,0.8023407179531001,0.02536943639605179,DSBM,hard,6,1,True
155,0.8455033576164128,0.04572624041670519,DSBM,hard,6,1,False
156,0.9069402607760616,0.053294321226066504,BiAA,soft,7,1,False
157,0.8778924280943122,0.04204283606638896,SBM,soft,7,1,True
158,0.8468407072713937,0.039649127216569185,SBM,soft,7,1,False
159,0.9037998390622886,0.05291831469015799,DBiAA,soft,7,1,False
160,0.8909461855626054,0.047407841596906954,DSBM,soft,7,1,True
161,0.8857406339236756,0.039301529359965955,DSBM,soft,7,1,False
162,0.8952769054384129,0.03253081812936953,BiAA,hard,7,1,False
163,0.8453021854771519,0.022415367661653956,SBM,hard,7,1,True
164,0.8086902803591902,0.01929312191717263,SBM,hard,7,1,False
165,0.886496186630776,0.03354963145827058,DBiAA,hard,7,1,False
166,0.8580386962621147,0.031929185313998146,DSBM,hard,7,1,True
167,0.8594073789228567,0.02911741554905969,DSBM,hard,7,1,False
168,0.893130950600668,0.054888925856103464,BiAA,soft,8,1,False
169,0.8812913471056136,0.04298200204241414,SBM,soft,8,1,True
170,0.8615800380268752,0.03936573171919197,SBM,soft,8,1,False
171,0.8913015303324859,0.03977094871493615,DBiAA,soft,8,1,False
172,0.8999608337427988,0.05382110188413694,DSBM,soft,8,1,True
173,0.8820098698968147,0.04759499648804372,DSBM,soft,8,1,False
174,0.8949689162340576,0.03751370451342805,BiAA,hard,8,1,False
175,0.8699359809723202,0.028609265164028404,SBM,hard,8,1,True
176,0.7916761021740834,0.015197350670892796,SBM,hard,8,1,False
177,0.8805792333383181,0.03450025229771803,DBiAA,hard,8,1,False
178,0.8185213669735877,0.02314910730580623,DSBM,hard,8,1,True
179,0.8833543406894686,0.04000105049906723,DSBM,hard,8,1,False
180,0.8955314861102208,0.04688956914886009,BiAA,soft,9,1,False
181,0.9007929386798835,0.048970872286728195,SBM,soft,9,1,True
182,0.8721859044200901,0.04452583061862098,SBM,soft,9,1,False
183,0.8914062110562784,0.06132939269750968,DBiAA,soft,9,1,False
184,0.8751771382996149,0.06553803053033036,DSBM,soft,9,1,True
185,0.8698134974043453,0.03896192662549592,DSBM,soft,9,1,False
186,0.8856014156821694,0.037920679469925306,BiAA,hard,9,1,False
187,0.868602903999943,0.03298591483301224,SBM,hard,9,1,True
188,0.831795167595975,0.019137786152060778,SBM,hard,9,1,False
189,0.8928653321654667,0.04084885283410696,DBiAA,hard,9,1,False
190,0.8367479188475151,0.034088515260579016,DSBM,hard,9,1,True
191,0.8780241691412621,0.042593670296860967,DSBM,hard,9,1,False
192,0.8004557608123473,0.02939302032750945,BiAA,soft,2,2,False
193,0.7984498803528852,0.02097008062491334,SBM,soft,2,2,True
194,0.8018164181909703,0.025803875539246436,SBM,soft,2,2,False
195,0.7741589596353914,0.0190462911088376,DBiAA,soft,2,2,False
196,0.7843881938578507,0.017569861137782992,DSBM,soft,2,2,True
197,0.7696323164588774,0.019181955167810457,DSBM,soft,2,2,False
198,0.7683577128282014,0.013597187867724741,BiAA,hard,2,2,False
199,0.7673257879678858,0.013174559805502072,SBM,hard,2,2,True
200,0.6257821349538804,0.008479409072571761,SBM,hard,2,2,False
201,0.784386033512714,0.019142333866930938,DBiAA,hard,2,2,False
202,0.7764676484715198,0.017877882910374954,DSBM,hard,2,2,True
203,0.6481633105704967,0.017047510344272328,DSBM,hard,2,2,False
204,0.7738068233781029,0.020595529218162524,BiAA,soft,3,2,False
205,0.7698425900521867,0.02044165363611016,SBM,soft,3,2,True
206,0.7821731199776476,0.02116822561106883,SBM,soft,3,2,False
207,0.8311553453779776,0.045566524995032574,DBiAA,soft,3,2,False
208,0.7710084563109803,0.019078850248866228,DSBM,soft,3,2,True
209,0.8349100252256301,0.04611353095425572,DSBM,soft,3,2,False
210,0.7959366788438121,0.017449101862839145,BiAA,hard,3,2,False
211,0.7959366788438121,0.015730590142734008,SBM,hard,3,2,True
212,0.6257821349538804,0.008479409072571761,SBM,hard,3,2,False
213,0.8116265454569023,0.019425413145952662,DBiAA,hard,3,2,False
214,0.7729570876243188,0.01736281495238158,DSBM,hard,3,2,True
215,0.7701371171058288,0.020432318679819,DSBM,hard,3,2,False
216,0.8481216159093576,0.055937943053892415,BiAA,soft,4,2,False
217,0.794657034407817,0.022569893047507547,SBM,soft,4,2,True
218,0.8250991778446524,0.04685671646152222,SBM,soft,4,2,False
219,0.8317868862729509,0.04344859901149216,DBiAA,soft,4,2,False
220,0.8336627859666861,0.02320779032035338,DSBM,soft,4,2,True
221,0.8455216405372922,0.0530996614950278,DSBM,soft,4,2,False
222,0.8327694832526444,0.02102210117477973,BiAA,hard,4,2,False
223,0.7779507254078912,0.01530239675173582,SBM,hard,4,2,True
224,0.6257821349538804,0.008479409072571761,SBM,hard,4,2,False
225,0.8203154535968665,0.032880263188176544,DBiAA,hard,4,2,False
226,0.7994393184255116,0.025734999479855945,DSBM,hard,4,2,True
227,0.8016169463233447,0.027563278738403016,DSBM,hard,4,2,False
228,0.8544280234210216,0.055770504031824,BiAA,soft,5,2,False
229,0.8212800477004206,0.024048183063716744,SBM,soft,5,2,True
230,0.8472268729652249,0.03863721945290883,SBM,soft,5,2,False
231,0.8786778975809175,0.04378390472287249,DBiAA,soft,5,2,False
232,0.8279904397526548,0.043792643550487335,DSBM,soft,5,2,True
233,0.8331263002577292,0.04476279019623982,DSBM,soft,5,2,False
234,0.8587109076546069,0.023722282566770968,BiAA,hard,5,2,False
235,0.8084814429953329,0.021330938657802095,SBM,hard,5,2,True
236,0.774255455051499,0.01510869497234963,SBM,hard,5,2,False
237,0.8380540475146309,0.03226416821611014,DBiAA,hard,5,2,False
238,0.8212523232711659,0.021671182763111915,DSBM,hard,5,2,True
239,0.8194952425599514,0.03645188474972001,DSBM,hard,5,2,False
240,0.875235027548001,0.04341583030440953,BiAA,soft,6,2,False
241,0.8428298504969154,0.042882886373358735,SBM,soft,6,2,True
242,0.8261836711032955,0.03234051137013574,SBM,soft,6,2,False
243,0.8690204347046485,0.04105967753725464,DBiAA,soft,6,2,False
244,0.8477431954529056,0.02955064568423932,DSBM,soft,6,2,True
245,0.8386265389758667,0.030335834903310918,DSBM,soft,6,2,False
246,0.8707188260396481,0.02800062028449274,BiAA,hard,6,2,False
247,0.8387655211796636,0.02800062028449274,SBM,hard,6,2,True
248,0.7726099921723495,0.014348972732810873,SBM,hard,6,2,False
249,0.862521396418292,0.029668456851126984,DBiAA,hard,6,2,False
250,0.8433490534447784,0.028333646187020934,DSBM,hard,6,2,True
251,0.8290461284094747,0.036840419952025485,DSBM,hard,6,2,False
252,0.8787254251739257,0.03658551335524614,BiAA,soft,7,2,False
253,0.8325804530531797,0.026070502936349597,SBM,soft,7,2,True
254,0.8080799788574222,0.035195176224690934,SBM,soft,7,2,False
255,0.8760336351335489,0.04365867486824229,DBiAA,soft,7,2,False
256,0.8534465066138966,0.032684536166891584,DSBM,soft,7,2,True
257,0.8573005623378391,0.03885175279907917,DSBM,soft,7,2,False
258,0.8733220419294186,0.040604315007388196,BiAA,hard,7,2,False
259,0.8502603575947294,0.027198367153540584,SBM,hard,7,2,True
260,0.7849927304386148,0.016038119068068048,SBM,hard,7,2,False
261,0.8506834251840074,0.0321501458434639,DBiAA,hard,7,2,False
262,0.8349899579956894,0.02244564416501872,DSBM,hard,7,2,True
263,0.8495665267483132,0.04761186318888208,DSBM,hard,7,2,False
264,0.8711188499474677,0.0410723385991763,BiAA,soft,8,2,False
265,0.8574942732851001,0.03166648125957679,SBM,soft,8,2,True
266,0.8469823939072507,0.03676926728150284,SBM,soft,8,2,False
267,0.8754996698272516,0.03598976404872056,DBiAA,soft,8,2,False
268,0.8469035413097596,0.02922209802922297,DSBM,soft,8,2,True
269,0.8514222632207722,0.038076900107657824,DSBM,soft,8,2,False
270,0.8736871402575275,0.03535469299893043,BiAA,hard,8,2,False
271,0.8141221041473585,0.02690795264280229,SBM,hard,8,2,True
272,0.7632074500222155,0.013206072529996943,SBM,hard,8,2,False
273,0.8661594176285604,0.030865631914002257,DBiAA,hard,8,2,False
274,0.8325264444247613,0.021179123628739156,DSBM,hard,8,2,True
275,0.8515158781766976,0.04077331203500414,DSBM,hard,8,2,False
276,0.883169255120198,0.03984885316008889,BiAA,soft,9,2,False
277,0.8778764095351874,0.03719688081570851,SBM,soft,9,2,True
278,0.8352520798722803,0.04212450067888169,SBM,soft,9,2,False
279,0.8720146730641688,0.04250396765126103,DBiAA,soft,9,2,False
280,0.8511731034150015,0.030614289031594515,DSBM,soft,9,2,True
281,0.8525838087892923,0.03623257726783791,DSBM,soft,9,2,False
282,0.8815389146570056,0.0344680378590186,BiAA,hard,9,2,False
283,0.8243675409583435,0.027473946487010893,SBM,hard,9,2,True
284,0.7849927304386148,0.016038119068068048,SBM,hard,9,2,False
285,0.8452775215368407,0.03350535972396466,DBiAA,hard,9,2,False
286,0.8296819899947214,0.028673637727517,DSBM,hard,9,2,True
287,0.8332285565942016,0.03846435463758574,DSBM,hard,9,2,False
288,0.7794159954994411,0.02429525803984023,BiAA,soft,2,3,False
289,0.7765992294929037,0.017926872760745817,SBM,soft,2,3,True
290,0.7805913392723621,0.023272410536839868,SBM,soft,2,3,False
291,0.8033640254367037,0.01938802883981582,DBiAA,soft,2,3,False
292,0.7908863680061526,0.017949791276547198,DSBM,soft,2,3,True
293,0.8034096007178106,0.020188013553884943,DSBM,soft,2,3,False
294,0.7473541412976138,0.012271605407431616,BiAA,hard,2,3,False
295,0.7173235916169967,0.011556200142451303,SBM,hard,2,3,True
296,0.7060846560846561,0.0111590442821254,SBM,hard,2,3,False
297,0.7709564400008545,0.017359621531519435,DBiAA,hard,2,3,False
298,0.7546326561131406,0.017214860300493,DSBM,hard,2,3,True
299,0.6785269214609726,0.01575057973354812,DSBM,hard,2,3,False
300,0.8305535972426955,0.03196231936638914,BiAA,soft,3,3,False
301,0.80307277090588,0.019357675495898133,SBM,soft,3,3,True
302,0.772333668026804,0.028088160997722118,SBM,soft,3,3,False
303,0.849755388920934,0.0306557123157559,DBiAA,soft,3,3,False
304,0.8515057645609463,0.029965662604476303,DSBM,soft,3,3,True
305,0.851040042157135,0.029846437356591822,DSBM,soft,3,3,False
306,0.7957654154827776,0.017866170717054417,BiAA,hard,3,3,False
307,0.7790378630890071,0.016005033360043334,SBM,hard,3,3,True
308,0.7173235916169967,0.011556200142451303,SBM,hard,3,3,False
309,0.834605168521723,0.022924492233401105,DBiAA,hard,3,3,False
310,0.7900624523773918,0.017757149663825002,DSBM,hard,3,3,True
311,0.8232953776695364,0.02421579975257045,DSBM,hard,3,3,False
312,0.8636234484821296,0.03420577504205557,BiAA,soft,4,3,False
313,0.8529207346165623,0.02999961417877681,SBM,soft,4,3,True
314,0.8413816431313067,0.028842144288225412,SBM,soft,4,3,False
315,0.8784528616291739,0.03956136533570443,DBiAA,soft,4,3,False
316,0.8841996197312482,0.03224211434098275,DSBM,soft,4,3,True
317,0.8648678672904783,0.03241320317509278,DSBM,soft,4,3,False
318,0.8465722403811233,0.02206566865122805,BiAA,hard,4,3,False
319,0.8248406645445676,0.01996147486981565,SBM,hard,4,3,True
320,0.6196970668033924,0.008363481406610125,SBM,hard,4,3,False
321,0.8682817406908928,0.03528349378693601,DBiAA,hard,4,3,False
322,0.7829925868956824,0.017468403575851443,DSBM,hard,4,3,True
323,0.8419823110940203,0.02638531381713675,DSBM,hard,4,3,False
324,0.8880051557036751,0.037465136377925395,BiAA,soft,5,3,False
325,0.8603534220627087,0.030734474370681122,SBM,soft,5,3,True
326,0.8454834184309286,0.034186561506024636,SBM,soft,5,3,False
327,0.8738226979142187,0.04040142002809124,DBiAA,soft,5,3,False
328,0.8698045959822541,0.0387902515375367,DSBM,soft,5,3,True
329,0.8780903957216204,0.03438365935429183,DSBM,soft,5,3,False
330,0.8597438526779038,0.024316462579463557,BiAA,hard,5,3,False
331,0.8165427588711572,0.019889857335271578,SBM,hard,5,3,True
332,0.6196970668033924,0.008363481406610125,SBM,hard,5,3,False
333,0.8681393179374337,0.03227615958057473,DBiAA,hard,5,3,False
334,0.8020252515541884,0.020521107634402003,DSBM,hard,5,3,True
335,0.8735463977725081,0.034455173226838595,DSBM,hard,5,3,False
336,0.8849601572347198,0.03752490828455285,BiAA,soft,6,3,False
337,0.8640311336139063,0.031000413839912352,SBM,soft,6,3,True
338,0.8809495324973118,0.039760210675923745,SBM,soft,6,3,False
339,0.8817435393478462,0.04055115430988139,DBiAA,soft,6,3,False
340,0.8878545436418923,0.03845120511170582,DSBM,soft,6,3,True
341,0.8548996987758766,0.032556141859425,DSBM,soft,6,3,False
342,0.8746911206534357,0.02917865254823359,BiAA,hard,6,3,False
343,0.8048672975994645,0.023760351350718682,SBM,hard,6,3,True
344,0.7173235916169967,0.011556200142451303,SBM,hard,6,3,False
345,0.8900126044136811,0.03526727508324857,DBiAA,hard,6,3,False
346,0.8489207915856637,0.026854026122598445,DSBM,hard,6,3,True
347,0.8670554807836099,0.0359333260294857,DSBM,hard,6,3,False
348,0.8839247438170722,0.03767997149924406,BiAA,soft,7,3,False
349,0.8686769638317419,0.03542796690690469,SBM,soft,7,3,True
350,0.8379293155874582,0.03895689617576703,SBM,soft,7,3,False
351,0.8994032486630064,0.04031164224522759,DBiAA,soft,7,3,False
352,0.8806493765443968,0.034247598819112365,DSBM,soft,7,3,True
353,0.8884217422575431,0.039443736855389294,DSBM,soft,7,3,False
354,0.8667510521480912,0.02988377093279932,BiAA,hard,7,3,False
355,0.8292860347369095,0.02972054975759063,SBM,hard,7,3,True
356,0.7307227242624281,0.01186881459846296,SBM,hard,7,3,False
357,0.8828423308907831,0.041162588390894185,DBiAA,hard,7,3,False
358,0.8673887500267042,0.03130116510958883,DSBM,hard,7,3,True
359,0.8690985351819807,0.03405931761591085,DSBM,hard,7,3,False
360,0.8868714705861408,0.04318529927475872,BiAA,soft,8,3,False
361,0.8861322964956881,0.035571563512089066,SBM,soft,8,3,True
362,0.8598328668988158,0.036868220763817273,SBM,soft,8,3,False
363,0.8985024247473776,0.05147054511011056,DBiAA,soft,8,3,False
364,0.8804254167645824,0.04269243324692335,DSBM,soft,8,3,True
365,0.8719213541555398,0.04091562562923539,DSBM,soft,8,3,False
366,0.8929760658562812,0.04768673649559315,BiAA,hard,8,3,False
367,0.8422646642027529,0.025529891697420357,SBM,hard,8,3,True
368,0.7136302135629188,0.011473970481814354,SBM,hard,8,3,False
369,0.9030798920435529,0.043877279672756946,DBiAA,hard,8,3,False
370,0.8472879147172553,0.025736673029581908,DSBM,hard,8,3,True
371,0.896872752390922,0.03756622783601866,DSBM,hard,8,3,False
372,0.89308039052319,0.043833048823463484,BiAA,soft,9,3,False
373,0.8686360172901223,0.04743979740005346,SBM,soft,9,3,True
374,0.8634614426000697,0.04057717374964539,SBM,soft,9,3,False
375,0.885910117000292,0.04325560323527649,DBiAA,soft,9,3,False
376,0.8938088829071333,0.038829456293566794,DSBM,soft,9,3,True
377,0.8815163750560789,0.03936497636208952,DSBM,soft,9,3,False
378,0.8624566500744159,0.035795383858197714,BiAA,hard,9,3,False
379,0.8581045667855897,0.0304257978290114,SBM,hard,9,3,True
380,0.7715414414606876,0.014999456275475543,SBM,hard,9,3,False
381,0.8842309527370094,0.032170934828123096,DBiAA,hard,9,3,False
382,0.8715271991853418,0.03025010980145331,DSBM,hard,9,3,True
383,0.8833493558930975,0.03551201767229985,DSBM,hard,9,3,False
384,0.8213297356385656,0.03282989334502875,BiAA,soft,2,4,False
385,0.8175714552156852,0.022587802333291374,SBM,soft,2,4,True
386,0.8187297602665001,0.025965521821697136,SBM,soft,2,4,False
387,0.8061601521459067,0.02262732256856185,DBiAA,soft,2,4,False
388,0.801458521013317,0.021751965202214715,DSBM,soft,2,4,True
389,0.8058699457825381,0.02264613171626555,DSBM,soft,2,4,False
390,0.7777861791199763,0.014682446680209548,BiAA,hard,2,4,False
391,0.7715114566703176,0.014682446680209548,SBM,hard,2,4,True
392,0.6089400842678626,0.008043915500445526,SBM,hard,2,4,False
393,0.7975821417229617,0.021094013995382403,DBiAA,hard,2,4,False
394,0.7726704818361783,0.019880541539809685,DSBM,hard,2,4,True
395,0.7464942999293568,0.026861574535357906,DSBM,hard,2,4,False
396,0.8671989036968546,0.03860505204716647,BiAA,soft,3,4,False
397,0.7977506486436272,0.02441980908377571,SBM,soft,3,4,True
398,0.8506866657017125,0.03373292074064836,SBM,soft,3,4,False
399,0.8406781467407233,0.02825019923217296,DBiAA,soft,3,4,False
400,0.8180658141944758,0.020915478850741232,DSBM,soft,3,4,True
401,0.8472463160714555,0.03132083816530653,DSBM,soft,3,4,False
402,0.8207280795179838,0.019546790304586392,BiAA,hard,3,4,False
403,0.7979778449405077,0.018872609804818856,SBM,hard,3,4,True
404,0.6121125511011639,0.008496677051908442,SBM,hard,3,4,False
405,0.8305612504653744,0.024363778851526394,DBiAA,hard,3,4,False
406,0.8197328805249926,0.022970891007584517,DSBM,hard,3,4,True
407,0.8218212141571737,0.024266862680593783,DSBM,hard,3,4,False
408,0.8407206335284124,0.029627677408404805,BiAA,soft,4,4,False
409,0.8282287978327418,0.028258707446724266,SBM,soft,4,4,True
410,0.846488394985983,0.03232153888959912,SBM,soft,4,4,False
411,0.8711771792661596,0.031349803826325164,DBiAA,soft,4,4,False
412,0.8509253838393223,0.02999241607177348,DSBM,soft,4,4,True
