,auc,prauc,model,assignment,alpha,iteration
412,0.6830501692828563,0.09864301250343614,BiAA,hard,0.5,1
413,0.6787862199358045,0.09718416398557767,SBM,hard,0.5,1
414,0.6916462208151959,0.10424765671296299,DBiAA,hard,0.5,1
415,0.6702884403992436,0.09676725303951528,DSBM,hard,0.5,1
416,0.6486035263597589,0.08923133332075148,BiAA,soft,0.5,2
417,0.6447524513036978,0.0875131064270183,SBM,soft,0.5,2
418,0.6503904498087323,0.09184075906173886,DBiAA,soft,0.5,2
419,0.6465413533834586,0.09099603815835507,DSBM,soft,0.5,2
420,0.6413747087015784,0.08239671621194708,BiAA,hard,0.5,2
421,0.6436002286417799,0.0830140264804312,SBM,hard,0.5,2
422,0.6509233610341644,0.08830683546790816,DBiAA,hard,0.5,2
423,0.6275816734819504,0.07833246633212576,DSBM,hard,0.5,2
424,0.6469120168843161,0.09239743949039744,BiAA,soft,0.5,3
425,0.6453352679945478,0.0926646965896634,SBM,soft,0.5,3
426,0.6604100162687421,0.09362691687026826,DBiAA,soft,0.5,3
427,0.6534175350657345,0.09274281545797095,DSBM,soft,0.5,3
428,0.6596385701094842,0.08836077508552773,BiAA,hard,0.5,3
429,0.6335476850019786,0.08591290071150635,SBM,hard,0.5,3
430,0.6569564261531021,0.09380814465015476,DBiAA,hard,0.5,3
431,0.6396205425845315,0.08133871791438602,DSBM,hard,0.5,3
432,0.6671305456624016,0.09898524833339747,BiAA,soft,0.5,4
433,0.6589064767181111,0.09804635945345293,SBM,soft,0.5,4
434,0.6621404388163391,0.10132385624663354,DBiAA,soft,0.5,4
435,0.6471707778217474,0.09009097047864424,DSBM,soft,0.5,4
436,0.6477263333773029,0.09041909324963551,BiAA,hard,0.5,4
437,0.6529949874686717,0.08887837711030992,SBM,hard,0.5,4
438,0.6375803543947589,0.08768639404097078,DBiAA,hard,0.5,4
439,0.6196293364991426,0.07959090183907741,DSBM,hard,0.5,4
440,0.6628320802005012,0.1000277210652945,BiAA,soft,0.5,5
441,0.660701754385965,0.09840054813495817,SBM,soft,0.5,5
442,0.6548867783493821,0.09503087113156088,DBiAA,soft,0.5,5
443,0.6663920766829354,0.09806518402680983,DSBM,soft,0.5,5
444,0.664767620806402,0.09360403835611512,BiAA,hard,0.5,5
445,0.6554146330739128,0.08646149231925057,SBM,hard,0.5,5
446,0.6594448841401749,0.08818047256975592,DBiAA,hard,0.5,5
447,0.6278441718330915,0.07888810944255795,DSBM,hard,0.5,5
448,0.678045992173416,0.11282218209810624,BiAA,soft,0.5,6
449,0.6750525436398013,0.10900193213325461,SBM,soft,0.5,6
450,0.6639014202172097,0.10536678784774316,DBiAA,soft,0.5,6
451,0.6612245526095942,0.09939164780536094,DSBM,soft,0.5,6
452,0.6683841181902123,0.09150586057187798,BiAA,hard,0.5,6
453,0.6506997757551773,0.08698334359288759,SBM,hard,0.5,6
454,0.6795583256386581,0.101452038063423,DBiAA,hard,0.5,6
455,0.6620331530580837,0.09517633108576529,DSBM,hard,0.5,6
456,0.6712619267466913,0.09941169788566917,BiAA,soft,0.5,7
457,0.6697056237083938,0.09875754046423899,SBM,soft,0.5,7
458,0.6646634129182606,0.09670922339683355,DBiAA,soft,0.5,7
459,0.6627489777074264,0.09532945899593684,DSBM,soft,0.5,7
460,0.6672905949083234,0.09068269280678959,BiAA,hard,0.5,7
461,0.6672905949083234,0.09068269280678959,SBM,hard,0.5,7
462,0.6719038825133008,0.09556630761223794,DBiAA,hard,0.5,7
463,0.6452948159873367,0.08293071603625407,DSBM,hard,0.5,7
464,0.6672483841181903,0.10018789264205535,BiAA,soft,0.5,8
465,0.663666183001363,0.09751343270056678,SBM,soft,0.5,8
466,0.6662691817262454,0.09981405010005945,DBiAA,soft,0.5,8
467,0.6568832168139648,0.09936128768445202,DSBM,soft,0.5,8
468,0.6594134458954404,0.09242051900940346,BiAA,hard,0.5,8
469,0.6544121268082487,0.09120578936795161,SBM,hard,0.5,8
470,0.6598913951545531,0.09121977351761724,DBiAA,hard,0.5,8
471,0.6389908982983776,0.08338498243231954,DSBM,hard,0.5,8
472,0.6590098052147914,0.10352111445216684,BiAA,soft,0.5,9
473,0.6549602075363848,0.10244581014170157,SBM,soft,0.5,9
474,0.6320265576221256,0.09306109345945784,DBiAA,soft,0.5,9
475,0.625732752934969,0.08873666464815802,DSBM,soft,0.5,9
476,0.6451675240733413,0.09210826450855777,BiAA,hard,0.5,9
477,0.6259897550894781,0.08491053643902026,SBM,hard,0.5,9
478,0.6393263861407906,0.09178267141227713,DBiAA,hard,0.5,9
479,0.61714505562151,0.08103838898131771,DSBM,hard,0.5,9
480,0.6783144264169194,0.10244459468298552,BiAA,soft,0.5,10
481,0.6781921910038253,0.09969360625707904,SBM,soft,0.5,10
482,0.6651822538803148,0.10382255936334722,DBiAA,soft,0.5,10
483,0.6557186826715913,0.09758513142823602,DSBM,soft,0.5,10
484,0.6723972211229828,0.09147509428818003,BiAA,hard,0.5,10
485,0.671608187134503,0.08857309391195832,SBM,hard,0.5,10
486,0.6739950754078178,0.1005832270518643,DBiAA,hard,0.5,10
487,0.6403121839686937,0.08444647114554052,DSBM,hard,0.5,10
488,0.6778155916106056,0.11085440166735636,BiAA,soft,0.5,11
489,0.677325990414633,0.11103201786476173,SBM,soft,0.5,11
490,0.6630550059358924,0.10540954383911827,DBiAA,soft,0.5,11
491,0.6589614386844304,0.10483418742381423,DSBM,soft,0.5,11
492,0.675084861275997,0.09514716007728968,BiAA,hard,0.5,11
493,0.6630061997098009,0.0922250728344211,SBM,hard,0.5,11
494,0.6648797432176933,0.09367392939123374,DBiAA,hard,0.5,11
495,0.6484364419821483,0.08782222808800996,DSBM,hard,0.5,11
496,0.6953700039572615,0.10993958693445208,BiAA,soft,0.5,12
497,0.6975632062612671,0.10994840515860173,SBM,soft,0.5,12
498,0.6910526315789474,0.11283597744600267,DBiAA,soft,0.5,12
499,0.6797168359495228,0.10580763140833521,DSBM,soft,0.5,12
500,0.6743857450644153,0.10012852843888195,BiAA,hard,0.5,12
501,0.668056325023084,0.0952355429812995,SBM,hard,0.5,12
502,0.6844459833795014,0.10817781141698318,DBiAA,hard,0.5,12
503,0.6452455700655148,0.08719724849095138,DSBM,hard,0.5,12
504,0.6521778129534362,0.09297916391737873,BiAA,soft,0.5,13
505,0.6523385217429539,0.09290501509673735,SBM,soft,0.5,13
506,0.641715253044893,0.09065543345609768,DBiAA,soft,0.5,13
507,0.645927098447874,0.08856622192192717,DSBM,soft,0.5,13
508,0.6595556874642747,0.08947103525241298,BiAA,hard,0.5,13
509,0.6319241085169063,0.08372139273492053,SBM,hard,0.5,13
510,0.6579870729455217,0.08948243826464405,DBiAA,hard,0.5,13
511,0.6232977179791583,0.0810810548829829,DSBM,hard,0.5,13
512,0.6849092028316406,0.0977867628967915,BiAA,soft,0.5,14
513,0.6847098008178341,0.0977730485465777,SBM,soft,0.5,14
514,0.6781862551114628,0.09812293730555144,DBiAA,soft,0.5,14
515,0.6693510091017016,0.0943322158563053,DSBM,soft,0.5,14
516,0.6725911269401574,0.09612248134198553,BiAA,hard,0.5,14
517,0.6332286857494613,0.08198754973218195,SBM,hard,0.5,14
518,0.6776634568878336,0.09642091759406211,DBiAA,hard,0.5,14
519,0.6488479971859473,0.09034166079722095,DSBM,hard,0.5,14
520,0.6695642615310206,0.11241967112036977,BiAA,soft,0.5,15
521,0.6642408653211977,0.11267399681335312,SBM,soft,0.5,15
522,0.6692797783933518,0.10133101874720701,DBiAA,soft,0.5,15
523,0.6596807808996175,0.09861792443822678,DSBM,soft,0.5,15
524,0.667274326166293,0.09498611829689571,BiAA,hard,0.5,15
525,0.6536340852130326,0.08746486300417354,SBM,hard,0.5,15
526,0.6672571780328013,0.09929217353792658,DBiAA,hard,0.5,15
527,0.6391337994108077,0.0907525578563106,DSBM,hard,0.5,15
528,0.6449821923229125,0.08661577355841216,BiAA,soft,0.5,16
529,0.6451481774611968,0.0845279984474401,SBM,soft,0.5,16
530,0.6375552917381172,0.08658823758221419,DBiAA,soft,0.5,16
531,0.6338706415160709,0.08202902743041393,DSBM,soft,0.5,16
532,0.6247247504726728,0.0805750776044545,BiAA,hard,0.5,16
533,0.6232042826364156,0.08017668730403267,SBM,hard,0.5,16
534,0.6358114584707382,0.08729330195489317,DBiAA,hard,0.5,16
535,0.6333139867211889,0.08486257366503988,DSBM,hard,0.5,16
536,0.6706364595699776,0.10470599709845063,BiAA,soft,0.5,17
537,0.6665769687376335,0.09926557406598868,SBM,soft,0.5,17
538,0.6765329991645782,0.10091571929825881,DBiAA,soft,0.5,17
539,0.6556540473991997,0.09544434192451044,DSBM,soft,0.5,17
540,0.6711557402277624,0.0911676506526457,BiAA,hard,0.5,17
541,0.6687332366002726,0.0899216488914947,SBM,hard,0.5,17
542,0.6637083937914964,0.09306129318750206,DBiAA,hard,0.5,17
543,0.6555548960119597,0.08892158427506608,DSBM,hard,0.5,17
544,0.6646099898869983,0.10113280933192256,BiAA,soft,0.5,18
545,0.6642525172580575,0.10034974950482052,SBM,soft,0.5,18
546,0.6389614386844304,0.09130937287169781,DBiAA,soft,0.5,18
547,0.6388383238798752,0.08827449494899371,DSBM,soft,0.5,18
548,0.6654665171701183,0.09215642958935921,BiAA,hard,0.5,18
549,0.6523119201512553,0.0868529464046794,SBM,hard,0.5,18
550,0.6563118322121093,0.09263649516443592,DBiAA,hard,0.5,18
551,0.6533548784241304,0.08885521127439155,DSBM,hard,0.5,18
552,0.6400391329200193,0.09871970843249972,BiAA,soft,0.5,19
553,0.6380574242624104,0.09582201564883186,SBM,soft,0.5,19
554,0.6370514004309018,0.0955607479381021,DBiAA,soft,0.5,19
555,0.6358576265224464,0.09454242863739527,DSBM,soft,0.5,19
556,0.6398793035219628,0.08239862323842631,BiAA,hard,0.5,19
557,0.6328336191355582,0.08001725787339267,SBM,hard,0.5,19
558,0.6411915754298025,0.09668132457817204,DBiAA,hard,0.5,19
559,0.6084017060194346,0.08267285498255411,DSBM,hard,0.5,19
560,0.6788902079760806,0.10655209246863726,BiAA,soft,0.5,20
561,0.6711618959679901,0.0998698361302968,SBM,soft,0.5,20
562,0.6758266279734424,0.10163653786302723,DBiAA,soft,0.5,20
563,0.672195840478389,0.10037490615868916,DSBM,soft,0.5,20
564,0.6768742030514885,0.09774473594541114,BiAA,hard,0.5,20
565,0.6724919755529173,0.09368539728179469,SBM,hard,0.5,20
566,0.6786963021589061,0.09964728309265898,DBiAA,hard,0.5,20
567,0.6714813349162378,0.09745796814680738,DSBM,hard,0.5,20
568,0.6783480631403069,0.10321681744085597,BiAA,soft,0.5,21
569,0.6786787143296839,0.10357559051652862,SBM,soft,0.5,21
570,0.668820736050653,0.09721469458906962,DBiAA,soft,0.5,21
571,0.6646722068328716,0.0977277967202964,DSBM,soft,0.5,21
572,0.676969836872884,0.09396767581280158,BiAA,hard,0.5,21
573,0.676969836872884,0.09396767581280158,SBM,hard,0.5,21
574,0.6810464758387197,0.09729035154190979,DBiAA,hard,0.5,21
575,0.6560620850371544,0.09048135749259549,DSBM,hard,0.5,21
576,0.6353423031262366,0.08846719111046497,BiAA,soft,0.5,22
577,0.635480587433496,0.08419908016812479,SBM,soft,0.5,22
578,0.6347948819416963,0.08372961486356503,DBiAA,soft,0.5,22
579,0.6253845139163698,0.08137985534494487,DSBM,soft,0.5,22
580,0.6239781471221915,0.08041120787557623,BiAA,hard,0.5,22
581,0.6239781471221915,0.07966450862334606,SBM,hard,0.5,22
582,0.6259917337202656,0.0802194674049651,DBiAA,hard,0.5,22
583,0.6084676603790178,0.07617052232274607,DSBM,hard,0.5,22
584,0.6648643538671238,0.0932279028049946,BiAA,soft,0.5,23
585,0.6624499846106494,0.08982258009915822,SBM,soft,0.5,23
586,0.6560647232115376,0.08946320755573292,DBiAA,soft,0.5,23
587,0.6554350789253837,0.08542643396040933,DSBM,soft,0.5,23
588,0.6552495273270896,0.08865005478211564,BiAA,hard,0.5,23
589,0.6440654267247066,0.0842081588071398,SBM,hard,0.5,23
590,0.6632845271072417,0.09312790404194907,DBiAA,hard,0.5,23
591,0.6274119509299565,0.08402235678168718,DSBM,hard,0.5,23
592,0.6602624983511409,0.1055189544079774,BiAA,soft,0.5,24
593,0.6591938178780284,0.10265528801791865,SBM,soft,0.5,24
594,0.6570747043046211,0.0918678405102617,DBiAA,soft,0.5,24
595,0.6508868662885283,0.09260110118642133,DSBM,soft,0.5,24
596,0.6455990854328805,0.08862071906744731,BiAA,hard,0.5,24
597,0.6455990854328805,0.0880326534146591,SBM,hard,0.5,24
598,0.6532154948775447,0.08871861043659995,DBiAA,hard,0.5,24
599,0.6072985094314733,0.073856459580847,DSBM,hard,0.5,24
600,0.5653676596189094,0.06104986445603162,BiAA,soft,1.0,0
601,0.5653911137899019,0.05870025761870111,SBM,soft,1.0,0
602,0.5658882979617883,0.060193348834589565,DBiAA,soft,1.0,0
603,0.5563335997373133,0.057225474121084904,DSBM,soft,1.0,0
604,0.5475898405381892,0.05864127151044464,BiAA,hard,1.0,0
605,0.5297195323680836,0.05555636693349385,SBM,hard,1.0,0
606,0.5540561112276444,0.062441829261897244,DBiAA,hard,1.0,0
607,0.5546106032324273,0.0614607404195254,DSBM,hard,1.0,0
608,0.5593324146378809,0.061392090006827514,BiAA,soft,1.0,1
609,0.5393804381593167,0.06396735213644072,SBM,soft,1.0,1
610,0.5524200721680417,0.06284687966735603,DBiAA,soft,1.0,1
611,0.5504485942100945,0.06302223896740877,DSBM,soft,1.0,1
612,0.5467709359453314,0.05689720381732617,BiAA,hard,1.0,1
613,0.5352146676189944,0.0553733047078485,SBM,hard,1.0,1
614,0.5614490429370641,0.06843387019522905,DBiAA,hard,1.0,1
615,0.5568110912561965,0.06817669830605695,DSBM,hard,1.0,1
616,0.5850819966668525,0.07431442680935899,BiAA,soft,1.0,2
617,0.5859108582190938,0.06532687061686301,SBM,soft,1.0,2
618,0.6008797084248267,0.0762891404088567,DBiAA,soft,1.0,2
619,0.6067200182677016,0.07316540045025931,DSBM,soft,1.0,2
620,0.6118673237374797,0.07110308098549684,BiAA,hard,1.0,2
621,0.5543753977252108,0.057914074062167815,SBM,hard,1.0,2
622,0.5945827060448923,0.0742763453796412,DBiAA,hard,1.0,2
623,0.5947840578902044,0.06951129579653813,DSBM,hard,1.0,2
624,0.5662606882427338,0.06299580776187587,BiAA,soft,1.0,3
625,0.5541003643804603,0.060450375820818324,SBM,soft,1.0,3
626,0.5738562993920502,0.07085043738629371,DBiAA,soft,1.0,3
627,0.566327953035014,0.062102135436323494,DSBM,soft,1.0,3
628,0.5692590606117733,0.061997260087295884,BiAA,hard,1.0,3
629,0.5692590606117733,0.06090471671847704,SBM,hard,1.0,3
630,0.5801588334160868,0.06943854787296691,DBiAA,hard,1.0,3
631,0.5805630859670596,0.06961963656731565,DSBM,hard,1.0,3
632,0.5679392103290399,0.0653957368946602,BiAA,soft,1.0,4
633,0.5550091028735342,0.0624953684470732,SBM,soft,1.0,4
634,0.5805296748366837,0.07099111293593792,DBiAA,soft,1.0,4
635,0.5835023803770899,0.06752479101767125,DSBM,soft,1.0,4
636,0.5869702786975057,0.06563697405308981,BiAA,hard,1.0,4
637,0.5596545775903804,0.05973950738733867,SBM,hard,1.0,4
638,0.571053747224221,0.06545341119987777,DBiAA,hard,1.0,4
639,0.5691411259595189,0.06549302264242976,DSBM,hard,1.0,4
640,0.5494714845959201,0.06194827328124895,BiAA,soft,1.0,5
641,0.5432915318051834,0.057970082975403237,SBM,soft,1.0,5
642,0.559605899122283,0.06680984221257501,DBiAA,soft,1.0,5
643,0.5615512677200687,0.06527689477327353,DSBM,soft,1.0,5
644,0.5552693114120915,0.06007463890970365,BiAA,hard,1.0,5
645,0.5320596390889869,0.05548736026000578,SBM,hard,1.0,5
646,0.5660301293165632,0.0622200698474312,DBiAA,hard,1.0,5
647,0.5460954115675971,0.05928519013871441,DSBM,hard,1.0,5
648,0.5889112219800099,0.07093918722788217,BiAA,soft,1.0,6
649,0.5888313450391773,0.06755593058919941,SBM,soft,1.0,6
650,0.6091924419155244,0.07147606368246992,DBiAA,soft,1.0,6
651,0.586181687514327,0.06657835713339932,DSBM,soft,1.0,6
652,0.5868682751802653,0.06333553708908675,BiAA,hard,1.0,6
653,0.5331586661391691,0.05745206289001584,SBM,hard,1.0,6
654,0.5964793961745805,0.07012453835339055,DBiAA,hard,1.0,6
655,0.5971142076517242,0.07017909328326112,DSBM,hard,1.0,6
656,0.5683713423662868,0.062448591590044567,BiAA,soft,1.0,7
657,0.5378842390626121,0.058491365980071854,SBM,soft,1.0,7
658,0.5594319842317166,0.06121460196318669,DBiAA,soft,1.0,7
659,0.5672630221540134,0.06177849680061411,DSBM,soft,1.0,7
660,0.5553144496279637,0.05740267069701717,BiAA,hard,1.0,7
661,0.5400825144287404,0.05665927885418728,SBM,hard,1.0,7
662,0.5419223392570605,0.05797361450100492,DBiAA,hard,1.0,7
663,0.5382028617628863,0.05720342958379154,DSBM,hard,1.0,7
664,0.5804628525759317,0.0744232893675307,BiAA,soft,1.0,8
665,0.5646430142415497,0.07072078931819022,SBM,soft,1.0,8
666,0.5759817783217965,0.07378139727620878,DBiAA,soft,1.0,8
667,0.5617123491963185,0.06949222500898324,DSBM,soft,1.0,8
668,0.5818382405654491,0.06512899743507142,BiAA,hard,1.0,8
669,0.5818382405654491,0.06512899743507142,SBM,hard,1.0,8
670,0.5753626767139025,0.06841959848185847,DBiAA,hard,1.0,8
671,0.5592452359268336,0.0620295321797023,DSBM,hard,1.0,8
672,0.5840307630217114,0.07000211272579569,BiAA,soft,1.0,9
673,0.5712077481960203,0.06538811380959068,SBM,soft,1.0,9
674,0.5880690844819239,0.06657500844390737,DBiAA,soft,1.0,9
675,0.5568869854132757,0.060266457125559544,DSBM,soft,1.0,9
676,0.581944005600679,0.06549443742945225,BiAA,hard,1.0,9
677,0.5595262434472145,0.05849369561619443,SBM,hard,1.0,9
678,0.5773133556900262,0.07172613294993962,DBiAA,hard,1.0,9
679,0.5776729125566551,0.0678319101827858,DSBM,hard,1.0,9
680,0.556224515715622,0.05948441915835015,BiAA,soft,1.0,10
681,0.5466105182663739,0.05624601060881006,SBM,soft,1.0,10
682,0.5674316266662418,0.06201329250799433,DBiAA,soft,1.0,10
683,0.5556164773959321,0.059372361082046965,DSBM,soft,1.0,10
684,0.5625102335415886,0.06136173428927023,BiAA,hard,1.0,10
685,0.5422787984029922,0.05544285476621677,SBM,hard,1.0,10
686,0.5908344640013878,0.06628084966540036,DBiAA,hard,1.0,10
687,0.5861808024512706,0.06577347456500798,DSBM,hard,1.0,10
688,0.5532847787740638,0.06201708644018062,BiAA,soft,1.0,11
689,0.5548743520232099,0.060769177101423086,SBM,soft,1.0,11
690,0.5597776013552086,0.06004291444530626,DBiAA,soft,1.0,11
691,0.562943029376128,0.06032089420149202,DSBM,soft,1.0,11
692,0.5737290715777046,0.06132702413236649,BiAA,hard,1.0,11
693,0.5737290715777046,0.06132702413236649,SBM,hard,1.0,11
694,0.571547169878118,0.06321921941016943,DBiAA,hard,1.0,11
695,0.561172903263493,0.061443901141759086,DSBM,hard,1.0,11
696,0.5783453392136922,0.06702986532019359,BiAA,soft,1.0,12
697,0.5592012040397818,0.0638207071514646,SBM,soft,1.0,12
698,0.588175292048682,0.07532009209516738,DBiAA,soft,1.0,12
699,0.5761039170235682,0.07096623871202831,DSBM,soft,1.0,12
700,0.5867673779918451,0.06518645949769825,BiAA,hard,1.0,12
701,0.5476783468438208,0.05738299905289795,SBM,hard,1.0,12
702,0.5687216060708244,0.06528484608989674,DBiAA,hard,1.0,12
703,0.5635523952904025,0.0633432486135187,DSBM,hard,1.0,12
704,0.5781955422914105,0.06754561785495114,BiAA,soft,1.0,13
705,0.5716653257961364,0.06253445667706174,SBM,soft,1.0,13
706,0.5781196481343314,0.06433643428454619,DBiAA,soft,1.0,13
707,0.5613702723250519,0.06230288967465998,DSBM,soft,1.0,13
708,0.5755485399557291,0.06380499945346804,BiAA,hard,1.0,13
709,0.5514721696347256,0.057608525060167406,SBM,hard,1.0,13
710,0.5553797230283671,0.06493390039535253,DBiAA,hard,1.0,13
711,0.5651216120892534,0.06746210464993985,DSBM,hard,1.0,13
712,0.5612618521006529,0.06491459281302242,BiAA,soft,1.0,14
713,0.5508521829637752,0.06426578981530728,SBM,soft,1.0,14
714,0.5793782078004148,0.06878973764764768,DBiAA,soft,1.0,14
715,0.5519175776178175,0.05930625511669588,DSBM,soft,1.0,14
716,0.5630222425196683,0.06105010364952496,BiAA,hard,1.0,14
717,0.5520571963149514,0.059315217677554946,SBM,hard,1.0,14
718,0.566974934129182,0.06427250727112924,DBiAA,hard,1.0,14
719,0.566790841013468,0.06353240046970948,DSBM,hard,1.0,14
720,0.5918071483002807,0.0684597202923445,BiAA,soft,1.0,15
721,0.5636718788030053,0.060330450095188115,SBM,soft,1.0,15
722,0.5763517346793372,0.07092319192095123,DBiAA,soft,1.0,15
723,0.5731424960371302,0.06642348293031984,DSBM,soft,1.0,15
724,0.5686607579857027,0.06352512209054377,BiAA,hard,1.0,15
725,0.5593065265434836,0.05863333189657956,SBM,hard,1.0,15
726,0.5826425416178775,0.06833241367277593,DBiAA,hard,1.0,15
727,0.5794341880387268,0.06788868727170025,DSBM,hard,1.0,15
728,0.5767309841989692,0.06830372327354677,BiAA,soft,1.0,16
729,0.5508327115765362,0.06527014196487854,SBM,soft,1.0,16
730,0.579752589473237,0.07046349458361172,DBiAA,soft,1.0,16
731,0.5748816449427939,0.06723520361491267,DSBM,soft,1.0,16
732,0.5546975606777105,0.05959448551935957,BiAA,hard,1.0,16
733,0.5331719420850138,0.054265548303027204,SBM,hard,1.0,16
734,0.5921943633874195,0.06839390852969468,DBiAA,hard,1.0,16
735,0.5961731643570947,0.07077100374070772,DSBM,hard,1.0,16
736,0.5279374579041883,0.05900854021988312,BiAA,soft,1.0,17
737,0.5291371608770266,0.05756679028281429,SBM,soft,1.0,17
738,0.571708693885896,0.0642056258158176,DBiAA,soft,1.0,17
739,0.5580437628278827,0.060775794088882146,DSBM,soft,1.0,17
740,0.5592357214989783,0.06058723907765865,BiAA,hard,1.0,17
741,0.5370974180055458,0.059004939107413126,SBM,hard,1.0,17
742,0.5553089179838617,0.0633161642887175,DBiAA,hard,1.0,17
743,0.5544052686033617,0.062436357230685684,DSBM,hard,1.0,17
744,0.5540609790744542,0.06319770163826699,BiAA,soft,1.0,18
745,0.5290271917922792,0.05798386745505338,SBM,soft,1.0,18
746,0.5732916291621196,0.06424672444698339,DBiAA,soft,1.0,18
747,0.571268375015378,0.06608379104858866,DSBM,soft,1.0,18
748,0.5696363187395286,0.05933740414013688,BiAA,hard,1.0,18
749,0.5363457782049681,0.05485975875697419,SBM,hard,1.0,18
750,0.5564949024793271,0.06034730177395255,DBiAA,hard,1.0,18
751,0.5537582875091935,0.0617540565939017,DSBM,hard,1.0,18
752,0.5825684175869109,0.06653976058197113,BiAA,soft,1.0,19
753,0.5827706544952795,0.06958550890532003,SBM,soft,1.0,19
754,0.5842141923401333,0.06705859151753116,DBiAA,soft,1.0,19
755,0.5753454179843043,0.06442660084215021,DSBM,soft,1.0,19
756,0.5726895650180597,0.06190841394978631,BiAA,hard,1.0,19
757,0.5325616911076829,0.05524267128408795,SBM,hard,1.0,19
758,0.5843091153529233,0.06846864752590301,DBiAA,hard,1.0,19
759,0.5758206968455467,0.0653479648305709,DSBM,hard,1.0,19
760,0.561061164052633,0.060497944380504265,BiAA,soft,1.0,20
761,0.5526265131259276,0.062400160366554325,SBM,soft,1.0,20
762,0.5625867914959601,0.062133935582363894,DBiAA,soft,1.0,20
763,0.5650512495762761,0.06409776471996895,DSBM,soft,1.0,20
764,0.5662385616663259,0.06069772850596106,BiAA,hard,1.0,20
765,0.5642668624426147,0.060475277046926505,SBM,hard,1.0,20
766,0.5690924474914215,0.06623269401066112,DBiAA,hard,1.0,20
767,0.566628874474162,0.06347920863259995,DSBM,hard,1.0,20
768,0.571332542086961,0.07019578344773113,BiAA,soft,1.0,21
769,0.5703616279141808,0.06356458425671918,SBM,soft,1.0,21
770,0.5750139618697133,0.07726970897010202,DBiAA,soft,1.0,21
771,0.5586217090036579,0.06578806259602507,DSBM,soft,1.0,21
772,0.5766278743529083,0.06343943718577051,BiAA,hard,1.0,21
773,0.5546867186552705,0.05922433476090323,SBM,hard,1.0,21
774,0.5746183386835395,0.07345700227901851,DBiAA,hard,1.0,21
775,0.5704974850933255,0.07268574415396784,DSBM,hard,1.0,21
776,0.5546477758807926,0.06230745719042251,BiAA,soft,1.0,22
777,0.5543607941847817,0.06132704598821978,SBM,soft,1.0,22
778,0.5477367610055378,0.06440600535355859,DBiAA,soft,1.0,22
779,0.5541477152539733,0.06040582918125152,DSBM,soft,1.0,22
780,0.5560647618339568,0.05981856643920047,BiAA,hard,1.0,22
781,0.5560647618339568,0.05981856643920047,SBM,hard,1.0,22
782,0.5521921684310398,0.07071169626050594,DBiAA,hard,1.0,22
783,0.5526685536211027,0.06944226146338138,DSBM,hard,1.0,22
784,0.5800331544620896,0.0684988773322342,BiAA,soft,1.0,23
785,0.5619940205139915,0.06322215817564789,SBM,soft,1.0,23
786,0.588139004463373,0.0708812348594175,DBiAA,soft,1.0,23
787,0.5856895924550145,0.0682135277811911,DSBM,soft,1.0,23
788,0.5746291807059793,0.06274970831725761,BiAA,hard,1.0,23
789,0.5746291807059793,0.06274970831725761,SBM,hard,1.0,23
790,0.5885244494243992,0.07090174891090537,DBiAA,hard,1.0,23
791,0.5882168900123289,0.06952074818637569,DSBM,hard,1.0,23
792,0.5747665867454727,0.06641940511838584,BiAA,soft,1.0,24
793,0.5653023862185061,0.0652052893400565,SBM,soft,1.0,24
794,0.5854156654390842,0.06675229776101874,DBiAA,soft,1.0,24
795,0.5762658835628744,0.06732882893083494,DSBM,soft,1.0,24
796,0.5798893317154381,0.06613750949607206,BiAA,hard,1.0,24
797,0.5557580874849428,0.06019427215265296,SBM,hard,1.0,24
798,0.5863496282292632,0.0712991661639046,DBiAA,hard,1.0,24
799,0.5715130949504498,0.07109701268449106,DSBM,hard,1.0,24
