,auc,prauc,model,assignment,alpha,iteration
54,0.8891906736118494,0.4346614678942938,DBiAA,hard,0.0,6
55,0.8885357978101414,0.4345780510096551,DSBM,hard,0.0,6
56,0.8870610538251658,0.4442811023848317,BiAA,soft,0.0,7
57,0.8869543070762906,0.4305557312886241,SBM,soft,0.0,7
58,0.8867089224336486,0.4381522706470621,DBiAA,soft,0.0,7
59,0.8837231139931258,0.4196756381625574,DSBM,soft,0.0,7
60,0.8911214166755252,0.4529766359218914,BiAA,hard,0.0,7
61,0.882959941178555,0.4106090093349482,SBM,hard,0.0,7
62,0.8870610538251656,0.4267359884905556,DBiAA,hard,0.0,7
63,0.8816676854115729,0.42384789639175546,DSBM,hard,0.0,7
64,0.8966598455051203,0.4550197500897549,BiAA,soft,0.0,8
65,0.8974179245951596,0.44761066841683206,SBM,soft,0.0,8
66,0.899246571701924,0.4534160091140412,DBiAA,soft,0.0,8
67,0.8938888593600511,0.43668613947245827,DSBM,soft,0.0,8
68,0.8947603291874846,0.4533420653407375,BiAA,hard,0.0,8
69,0.8897886325785763,0.4175090183953266,SBM,hard,0.0,8
70,0.9011024591616172,0.4535423134106277,DBiAA,hard,0.0,8
71,0.8922974026434216,0.4469704160802063,DSBM,hard,0.0,8
72,0.8817706672336203,0.4475727408844161,BiAA,soft,0.0,9
73,0.8831619184295382,0.44828054296446246,SBM,soft,0.0,9
74,0.8809968640374191,0.4284989665258981,DBiAA,soft,0.0,9
75,0.8772024821941107,0.41837750761211234,DSBM,soft,0.0,9
76,0.8801561780234577,0.4580474617592359,BiAA,hard,0.0,9
77,0.8713938644980689,0.42782632136394944,SBM,hard,0.0,9
78,0.8746852964104747,0.42390216910645045,DBiAA,hard,0.0,9
79,0.7888801778817193,0.390549286545191,DSBM,hard,0.0,9
80,0.8782546685092661,0.4281037635553749,BiAA,soft,0.0,10
81,0.8730349296623083,0.406018845252848,SBM,soft,0.0,10
82,0.8793464972892528,0.4255975779046434,DBiAA,soft,0.0,10
83,0.8822448265476064,0.41909439463075643,DSBM,soft,0.0,10
84,0.8901144094823005,0.435380350184166,BiAA,hard,0.0,10
85,0.8840900836256688,0.414299623442317,SBM,hard,0.0,10
86,0.8859904858084404,0.4200229721676002,DBiAA,hard,0.0,10
87,0.8786355905176996,0.4047021630504583,DSBM,hard,0.0,10
88,0.8816076680486162,0.4606512293357907,BiAA,soft,0.0,11
89,0.8796377254526772,0.46061775735736366,SBM,soft,0.0,11
90,0.8834011020162291,0.4581399132195031,DBiAA,soft,0.0,11
91,0.880636095460827,0.43559724251513043,DSBM,soft,0.0,11
92,0.8921481343680238,0.4439938875800673,BiAA,hard,0.0,11
93,0.8921481343680238,0.4439938875800673,SBM,hard,0.0,11
94,0.8875119591793346,0.445972239578259,DBiAA,hard,0.0,11
95,0.8841890790546045,0.4390541190200037,DSBM,hard,0.0,11
96,0.8480196484887141,0.429356263653658,BiAA,soft,0.0,12
97,0.8439978207717658,0.4291418542120792,SBM,soft,0.0,12
98,0.8555743063675986,0.4281296585844098,DBiAA,soft,0.0,12
99,0.8566391162609402,0.4044534238136113,DSBM,soft,0.0,12
100,0.8695616739307608,0.41315930325061895,BiAA,hard,0.0,12
101,0.8604658321817087,0.385480403243793,SBM,hard,0.0,12
102,0.8688981609439779,0.4275364499883815,DBiAA,hard,0.0,12
103,0.8586258902944616,0.4216805131544977,DSBM,hard,0.0,12
104,0.8887357818645689,0.46034751007541813,BiAA,soft,0.0,13
105,0.8879500194890331,0.4657080274000904,SBM,soft,0.0,13
106,0.8873276992310691,0.43710823725701786,DBiAA,soft,0.0,13
107,0.880684596577017,0.42194941370478034,DSBM,soft,0.0,13
108,0.8913003614329754,0.4506676590975668,BiAA,hard,0.0,13
109,0.8865426012543849,0.4152322782410382,SBM,hard,0.0,13
110,0.8921587647496546,0.43577648522244095,DBiAA,hard,0.0,13
111,0.8923204351369548,0.4363440564467844,DSBM,hard,0.0,13
112,0.8676362460579001,0.4280682329431254,BiAA,soft,0.0,14
113,0.8658673948478084,0.424331295421298,SBM,soft,0.0,14
114,0.8670112682045287,0.4086594528693476,DBiAA,soft,0.0,14
115,0.8538335813755714,0.3821745396582542,DSBM,soft,0.0,14
116,0.8726934286524219,0.400947449675392,BiAA,hard,0.0,14
117,0.8726934286524219,0.400947449675392,SBM,hard,0.0,14
118,0.868283813472237,0.40680223760971573,DBiAA,hard,0.0,14
119,0.8545502462705078,0.3939573717502622,DSBM,hard,0.0,14
120,0.8737358704510826,0.43360216069157664,BiAA,soft,0.0,15
121,0.8740481379114843,0.42707481555192434,SBM,soft,0.0,15
122,0.8762021189894049,0.43420519714650874,DBiAA,soft,0.0,15
123,0.8763268045072818,0.40526607013024296,DSBM,soft,0.0,15
124,0.8715327238581199,0.4231675078425935,BiAA,hard,0.0,15
125,0.8715327238581199,0.4231675078425935,SBM,hard,0.0,15
126,0.8635701250841572,0.4378874670592056,DBiAA,hard,0.0,15
127,0.8564741238793805,0.42468988161943033,DSBM,hard,0.0,15
128,0.896278480564119,0.4321764973296193,BiAA,soft,0.0,16
129,0.8901987881364941,0.42573576989361384,SBM,soft,0.0,16
130,0.8921166861556996,0.4118828588773666,DBiAA,soft,0.0,16
131,0.8873848375323341,0.40453203455574605,DSBM,soft,0.0,16
132,0.8929914779773926,0.4378318610768128,BiAA,hard,0.0,16
133,0.8927113231281669,0.44039878161626067,SBM,hard,0.0,16
134,0.8750451791219305,0.40843696805077706,DBiAA,hard,0.0,16
135,0.8752103929697743,0.4061225928689458,DSBM,hard,0.0,16
136,0.8806710871336947,0.43792432217963245,BiAA,soft,0.0,17
137,0.8730307218029126,0.43744447614113274,SBM,soft,0.0,17
138,0.8798545409446865,0.4194527008211088,DBiAA,soft,0.0,17
139,0.8788971421990717,0.42960762028248334,DSBM,soft,0.0,17
140,0.8815724549094646,0.44235829430683826,BiAA,hard,0.0,17
141,0.8815724549094646,0.4403567959100102,SBM,hard,0.0,17
142,0.883049856489848,0.4159509259704028,DBiAA,hard,0.0,17
143,0.8746877325395982,0.39779853521693553,DSBM,hard,0.0,17
144,0.8839605258495448,0.44073819693640093,BiAA,soft,0.0,18
145,0.884136813011587,0.4353785983779697,SBM,soft,0.0,18
146,0.8830662449948619,0.4259792648199827,DBiAA,soft,0.0,18
147,0.8752673098047554,0.4207527834164134,DSBM,soft,0.0,18
148,0.8900415470748735,0.4352013279964653,BiAA,hard,0.0,18
149,0.8870672548811169,0.4315066167330812,SBM,hard,0.0,18
150,0.8817551645937423,0.41892402631542586,DBiAA,hard,0.0,18
151,0.876137007901917,0.41358521477864313,DSBM,hard,0.0,18
152,0.8795661918429538,0.4471185043750919,BiAA,soft,0.0,19
153,0.8772591775628078,0.43034084416343593,SBM,soft,0.0,19
154,0.8816019099252331,0.4393100146524611,DBiAA,soft,0.0,19
155,0.8777727578753411,0.4425178671243563,DSBM,soft,0.0,19
156,0.8824547765848128,0.43971600945894834,BiAA,hard,0.0,19
157,0.843447477056093,0.36044371591822166,SBM,hard,0.0,19
158,0.8819952340455689,0.45076931377787294,DBiAA,hard,0.0,19
159,0.8816670210127211,0.44296654681364644,DSBM,hard,0.0,19
160,0.9064375819425251,0.45065908934905025,BiAA,soft,0.0,20
161,0.9016388505013997,0.4417080152214537,SBM,soft,0.0,20
162,0.9033729315049077,0.44969166860354615,DBiAA,soft,0.0,20
163,0.8963380549945075,0.4134368061126849,DSBM,soft,0.0,20
164,0.903771570816059,0.44810251566540515,BiAA,hard,0.0,20
165,0.8877690815350271,0.4177689343616384,SBM,hard,0.0,20
166,0.8997364551220722,0.4643566877028689,DBiAA,hard,0.0,20
167,0.8994213085999787,0.46241890780544814,DSBM,hard,0.0,20
168,0.8773958222600192,0.45100733237176704,BiAA,soft,0.0,21
169,0.8738953261755431,0.43685162873832495,SBM,soft,0.0,21
170,0.8773094504092698,0.4454803160539821,DBiAA,soft,0.0,21
171,0.8698176889550335,0.4415596022519738,DSBM,soft,0.0,21
172,0.8834868094681265,0.43244293354549135,BiAA,hard,0.0,21
173,0.8834868094681265,0.43244293354549135,SBM,hard,0.0,21
174,0.8767300946103965,0.44456823257361194,DBiAA,hard,0.0,21
175,0.8689402395379325,0.433424037410194,DSBM,hard,0.0,21
176,0.8806921264306722,0.43800221219462615,BiAA,soft,0.0,22
177,0.8771681549200949,0.42972007782793,SBM,soft,0.0,22
178,0.8793212501328798,0.4382883514110534,DBiAA,soft,0.0,22
179,0.8787219623684491,0.4124263292078984,DSBM,soft,0.0,22
180,0.8805058732858511,0.41223079826274944,BiAA,hard,0.0,22
181,0.8805058732858511,0.41223079826274944,SBM,hard,0.0,22
182,0.8743581907090464,0.4286774547887142,DBiAA,hard,0.0,22
183,0.87554126359803,0.4355521150713945,DSBM,hard,0.0,22
184,0.8764904680911377,0.41547412599555994,BiAA,soft,0.0,23
185,0.8684760462067255,0.41726532269258004,SBM,soft,0.0,23
186,0.8760267176924985,0.4133412269162945,DBiAA,soft,0.0,23
187,0.8701277417525957,0.39804175548363896,DSBM,soft,0.0,23
188,0.8835521420218986,0.4109945644205945,BiAA,hard,0.0,23
189,0.8835521420218986,0.4109945644205945,SBM,hard,0.0,23
190,0.8802097728641792,0.41407830207189644,DBiAA,hard,0.0,23
191,0.8800498742071506,0.4142067436040986,DSBM,hard,0.0,23
192,0.8765812692675667,0.4354223824964191,BiAA,soft,0.0,24
193,0.8776494011551681,0.42101316694302965,SBM,soft,0.0,24
194,0.8748635767690726,0.4294546711335985,DBiAA,soft,0.0,24
195,0.8758147744587365,0.42966775636631527,DSBM,soft,0.0,24
196,0.8849781634244003,0.43501105607370466,BiAA,hard,0.0,24
197,0.8842732362425145,0.4106040503808759,SBM,hard,0.0,24
198,0.8723897983770951,0.42741621566126553,DBiAA,hard,0.0,24
199,0.8699390524786508,0.4167804761961345,DSBM,hard,0.0,24
200,0.7558730876078318,0.15251469913423266,BiAA,soft,0.25,0
201,0.7560330351485829,0.1523254275018347,SBM,soft,0.25,0
202,0.7614406798435083,0.15550683988776057,DBiAA,soft,0.25,0
203,0.7493303027483507,0.1500319085014043,DSBM,soft,0.25,0
204,0.7575556382615785,0.14785549375663715,BiAA,hard,0.25,0
205,0.7575556382615785,0.14785549375663715,SBM,hard,0.25,0
206,0.7620335048006416,0.15101864351292152,DBiAA,hard,0.25,0
207,0.701420475943624,0.1289865884445749,DSBM,hard,0.25,0
208,0.716448455686556,0.13507774739459655,BiAA,soft,0.25,1
209,0.7163319288078369,0.13463062067286455,SBM,soft,0.25,1
210,0.7152605904323901,0.13786937925621714,DBiAA,soft,0.25,1
211,0.6972658274959127,0.12663160967023662,DSBM,soft,0.25,1
212,0.7316011590658356,0.12964352506278326,BiAA,hard,0.25,1
213,0.7275512961953753,0.1291637887116202,SBM,hard,0.25,1
214,0.7148587277746025,0.13031229739229838,DBiAA,hard,0.25,1
215,0.6785400023925672,0.11735349585922226,DSBM,hard,0.25,1
216,0.7349461007802428,0.14012807810151784,BiAA,soft,0.25,2
217,0.7311104612780739,0.13941951668667885,SBM,soft,0.25,2
218,0.7401501557383949,0.1359310724051306,DBiAA,soft,0.25,2
219,0.7246046725949162,0.13304454741144398,DSBM,soft,0.25,2
220,0.744473391552466,0.12926919550018978,BiAA,hard,0.25,2
221,0.7339071063673299,0.12884738635959764,SBM,hard,0.25,2
222,0.7456537246509731,0.14152408964917998,DBiAA,hard,0.25,2
223,0.6853012197661487,0.11774500840705485,DSBM,hard,0.25,2
224,0.741498633135282,0.15336437746040285,BiAA,soft,0.25,3
225,0.7413581805856473,0.15099358528610182,SBM,soft,0.25,3
226,0.7379859901904748,0.16340348138302643,DBiAA,soft,0.25,3
227,0.7432226106451513,0.15426146898270562,DSBM,soft,0.25,3
228,0.736553772945383,0.14220747671649614,BiAA,hard,0.25,3
229,0.7333446315668213,0.13833182019209217,SBM,hard,0.25,3
230,0.7422095357090639,0.14617993269037693,DBiAA,hard,0.25,3
231,0.6711682373426555,0.12102007878233123,DSBM,hard,0.25,3
232,0.7626834855271846,0.14989999075364996,BiAA,soft,0.25,4
233,0.7625722754642246,0.1486251884781624,SBM,soft,0.25,4
234,0.7565731350161056,0.14882299741901564,DBiAA,soft,0.25,4
235,0.7512804664619692,0.1480058762769742,DSBM,soft,0.25,4
236,0.7622105104586197,0.1420609554081843,BiAA,hard,0.25,4
237,0.7620091360617459,0.1420609554081843,SBM,hard,0.25,4
238,0.7614566302907855,0.14900756000565196,DBiAA,hard,0.25,4
239,0.7614176403085525,0.14854511047584132,DSBM,hard,0.25,4
240,0.7458885506803309,0.1577468782972474,BiAA,soft,0.25,5
241,0.7421129468894412,0.1532138876106592,SBM,soft,0.25,5
242,0.7445438393612732,0.1549764584805866,DBiAA,soft,0.25,5
243,0.7417471942720172,0.14969588452472457,DSBM,soft,0.25,5
244,0.7490651265623683,0.14466803619780919,BiAA,hard,0.25,5
245,0.7484118228259762,0.1373473273920047,SBM,hard,0.25,5
246,0.7451242584149685,0.14062955748547684,DBiAA,hard,0.25,5
247,0.7431433014767456,0.1406510703287948,DSBM,hard,0.25,5
248,0.7239212402358893,0.1486880563933349,BiAA,soft,0.25,6
249,0.7237351516843229,0.14757917454509217,SBM,soft,0.25,6
250,0.730448960784053,0.15005757835618228,DBiAA,soft,0.25,6
251,0.7210262340550911,0.14742222118402587,DSBM,soft,0.25,6
252,0.7342128232734748,0.1331008682726485,BiAA,hard,0.25,6
253,0.7342128232734748,0.1327376716897985,SBM,hard,0.25,6
254,0.7276571894425763,0.14664727628946905,DBiAA,hard,0.25,6
255,0.6882693321636338,0.12420676445975107,DSBM,hard,0.25,6
256,0.7224165813760806,0.1469943542488037,BiAA,soft,0.25,7
257,0.722242677193962,0.13954680702852812,SBM,soft,0.25,7
258,0.7184218804691205,0.14201049347949993,DBiAA,soft,0.25,7
259,0.7241662568287852,0.13957940410540084,DSBM,soft,0.25,7
260,0.7190333142814103,0.12463886945029813,BiAA,hard,0.25,7
261,0.7169181077452714,0.11785332808118222,SBM,hard,0.25,7
262,0.7351273155840301,0.1401503733728062,DBiAA,hard,0.25,7
263,0.7313045250532788,0.13550804390134272,DSBM,hard,0.25,7
264,0.7411384188676068,0.1364910272333616,BiAA,soft,0.25,8
265,0.7404461251489817,0.13669025692433015,SBM,soft,0.25,8
266,0.7286664983008343,0.1318085311818578,DBiAA,soft,0.25,8
267,0.725116637645714,0.12991339521902137,DSBM,soft,0.25,8
268,0.7353187209513555,0.13203657513098987,BiAA,hard,0.25,8
269,0.7353187209513555,0.13203657513098987,SBM,hard,0.25,8
270,0.7300887465163779,0.13655685662205916,DBiAA,hard,0.25,8
271,0.6761044577069459,0.11527299245811269,DSBM,hard,0.25,8
272,0.7448079078773057,0.15306274506836076,BiAA,soft,0.25,9
273,0.7447367954665283,0.15275394901227501,SBM,soft,0.25,9
274,0.741548699817013,0.15603739826290686,DBiAA,soft,0.25,9
275,0.7357037470259062,0.14796038476338444,DSBM,soft,0.25,9
276,0.7419521132127302,0.14762354382679233,BiAA,hard,0.25,9
277,0.7444600995130682,0.14178549188725437,SBM,hard,0.25,9
278,0.7400418256173045,0.1443593095810884,DBiAA,hard,0.25,9
279,0.6970225831749366,0.1304751392407403,DSBM,hard,0.25,9
280,0.7248122499435089,0.13857993834872404,BiAA,soft,0.25,10
281,0.7248946605877741,0.1387286295273605,SBM,soft,0.25,10
282,0.7189681832883619,0.1344318275107939,DBiAA,soft,0.25,10
283,0.7079792112503821,0.13350321860375974,DSBM,soft,0.25,10
284,0.741870367170435,0.1396631701535106,BiAA,hard,0.25,10
285,0.7324199486927279,0.1368759161495246,SBM,hard,0.25,10
286,0.726354126513631,0.1270944452194275,DBiAA,hard,0.25,10
287,0.7285207289354405,0.12762390955374098,DSBM,hard,0.25,10
288,0.7414339452102134,0.13782992584789547,BiAA,soft,0.25,11
289,0.7324367852759649,0.1308588519712054,SBM,soft,0.25,11
290,0.7261051223089159,0.13470623316951702,DBiAA,soft,0.25,11
291,0.7248157944873482,0.13473823756908482,DSBM,soft,0.25,11
292,0.7405675257754797,0.13610546973863336,BiAA,hard,0.25,11
293,0.738713064745524,0.13025221738666093,SBM,hard,0.25,11
294,0.7290719055024613,0.12657873886751086,DBiAA,hard,0.25,11
295,0.6786503263195672,0.11314801014039715,DSBM,hard,0.25,11
296,0.751420254409634,0.16236669275478033,BiAA,soft,0.25,12
297,0.7511663764571399,0.1478418297911877,SBM,soft,0.25,12
298,0.7489089450994466,0.1513254441836746,DBiAA,soft,0.25,12
299,0.7478726090944133,0.14888619513763948,DSBM,soft,0.25,12
300,0.7542636431707717,0.14354216663910468,BiAA,hard,0.25,12
301,0.7525152969220067,0.14343329672300484,SBM,hard,0.25,12
302,0.7551167705661079,0.15037909788545187,DBiAA,hard,0.25,12
303,0.753251897438624,0.1496829096120655,DSBM,hard,0.25,12
304,0.7380883388938365,0.1450039816274608,BiAA,soft,0.25,13
305,0.7370457999370844,0.14422302449238833,SBM,soft,0.25,13
306,0.7344139761363586,0.14041069962969643,DBiAA,soft,0.25,13
307,0.7323324427666937,0.14163899321067674,DSBM,soft,0.25,13
308,0.7402135144595234,0.13495245940337286,BiAA,hard,0.25,13
309,0.7390431503905645,0.13163646733969397,SBM,hard,0.25,13
310,0.7361472580738063,0.13550189742978216,DBiAA,hard,0.25,13
311,0.7358756574021151,0.13550310031255772,DSBM,hard,0.25,13
312,0.7830654987394715,0.1824949072484397,BiAA,soft,0.25,14
313,0.7827097151515957,0.18238370385948968,SBM,soft,0.25,14
314,0.773768160248827,0.16541875999523514,DBiAA,soft,0.25,14
315,0.7715404144457885,0.16503072191582185,DSBM,soft,0.25,14
316,0.7881654327223426,0.1656953184148281,BiAA,hard,0.25,14
317,0.783563507148902,0.16414274942828844,SBM,hard,0.25,14
318,0.7814726693516586,0.1657190592349412,DBiAA,hard,0.25,14
319,0.7205322132574801,0.13735520788198535,DSBM,hard,0.25,14
320,0.7275659174387126,0.13775470376199855,BiAA,soft,0.25,15
321,0.7280260435358599,0.13805896266314266,SBM,soft,0.25,15
322,0.7217646068436281,0.1352964030590561,DBiAA,soft,0.25,15
323,0.7070904168826624,0.13240983825390357,DSBM,soft,0.25,15
324,0.7366811549896101,0.13172255092395538,BiAA,hard,0.25,15
325,0.7366811549896101,0.1252277323381106,SBM,hard,0.25,15
326,0.7250173904182119,0.13023823757503641,DBiAA,hard,0.25,15
327,0.7140962077811599,0.1277082396774925,DSBM,hard,0.25,15
328,0.740116704105911,0.16271224159730202,BiAA,soft,0.25,16
329,0.739939033845963,0.16249309548560656,SBM,soft,0.25,16
330,0.736398477618421,0.15643087098622138,DBiAA,soft,0.25,16
331,0.7342777327325332,0.1583938160189682,DSBM,soft,0.25,16
332,0.7453657304640251,0.13784992786400438,BiAA,hard,0.25,16
333,0.7441995755408752,0.13588679196477982,SBM,hard,0.25,16
334,0.7367307786033611,0.15495570826994381,DBiAA,hard,0.25,16
335,0.7411105055848719,0.15444279451540102,DSBM,hard,0.25,16
336,0.7334215038613374,0.14940828292949035,BiAA,soft,0.25,17
337,0.7333931475106225,0.14826832350236377,SBM,soft,0.25,17
338,0.7364334799888347,0.14632420829840748,DBiAA,soft,0.25,17
339,0.7171617951342274,0.14442187737938253,DSBM,soft,0.25,17
340,0.7400192291503285,0.14049786853853652,BiAA,hard,0.25,17
341,0.7400192291503285,0.1376246031610469,SBM,hard,0.25,17
342,0.7290995972512063,0.14182844068793618,DBiAA,hard,0.25,17
343,0.7213603073119509,0.1410683631912367,DSBM,hard,0.25,17
344,0.7257249699821444,0.1403817594506883,BiAA,soft,0.25,18
345,0.7244852657743277,0.13637594375192283,SBM,soft,0.25,18
346,0.7258171281219677,0.13634586633249363,DBiAA,soft,0.25,18
347,0.7176549297958786,0.1425008664998446,DSBM,soft,0.25,18
348,0.7307136939020553,0.13197404469523472,BiAA,hard,0.25,18
349,0.7233877863880656,0.12703976432259426,SBM,hard,0.25,18
350,0.7244524787438137,0.1306162316829873,DBiAA,hard,0.25,18
351,0.7181609134289474,0.12983281267385266,DSBM,hard,0.25,18
352,0.7377467334813181,0.15205798606609452,BiAA,soft,0.25,19
353,0.7373329079880726,0.14168804909671567,SBM,soft,0.25,19
354,0.7372934749378597,0.13926070933199433,DBiAA,soft,0.25,19
355,0.7283913530853039,0.13514804883422804,DSBM,soft,0.25,19
356,0.7448413595097897,0.1425466527112706,BiAA,hard,0.25,19
357,0.7439321840149934,0.1366230340522405,SBM,hard,0.25,19
358,0.751009530392248,0.13119825880096891,DBiAA,hard,0.25,19
359,0.7515522886676503,0.13111497526092347,DSBM,hard,0.25,19
360,0.7647543852653313,0.15298751961100837,BiAA,soft,0.25,20
361,0.7654229748470308,0.14989127792997026,SBM,soft,0.25,20
362,0.7624792311884412,0.14198000671387398,DBiAA,soft,0.25,20
363,0.7384591867930297,0.1442030792650404,DSBM,soft,0.25,20
364,0.759217807788249,0.14449019967382234,BiAA,hard,0.25,20
365,0.759217807788249,0.1415195720835681,SBM,hard,0.25,20
366,0.761259908107701,0.14023689149216456,DBiAA,hard,0.25,20
367,0.6809959282052646,0.11322143419765819,DSBM,hard,0.25,20
368,0.7583214812648703,0.15902287007720387,BiAA,soft,0.25,21
369,0.7499093925981063,0.1517321964179935,SBM,soft,0.25,21
370,0.7544805249469426,0.1623159971027503,DBiAA,soft,0.25,21
371,0.7222380249801728,0.15489724278345768,DSBM,soft,0.25,21
372,0.768230032033815,0.1499561351689552,BiAA,hard,0.25,21
373,0.7643480919277444,0.144921545228498,SBM,hard,0.25,21
374,0.7618615944244325,0.1525840813251027,DBiAA,hard,0.25,21
375,0.707202956149562,0.1290519890537684,DSBM,hard,0.25,21
376,0.7357294449687415,0.14914796261047425,BiAA,soft,0.25,22
377,0.7353366652045423,0.14858349632899218,SBM,soft,0.25,22
378,0.7373816454658638,0.14540423314197606,DBiAA,soft,0.25,22
379,0.7334028950061808,0.13822638657656888,DSBM,soft,0.25,22
380,0.7480325566351645,0.14158035246421297,BiAA,hard,0.25,22
381,0.7480325566351645,0.14158035246421297,SBM,hard,0.25,22
382,0.7380847943499971,0.1373385033119365,DBiAA,hard,0.25,22
383,0.7332159203186546,0.13645400690080092,DSBM,hard,0.25,22
384,0.7293009716480799,0.140054426514088,BiAA,soft,0.25,23
385,0.7284536041364826,0.1371707496524163,SBM,soft,0.25,23
386,0.732652780916176,0.13516011864344382,DBiAA,soft,0.25,23
387,0.7199797074865196,0.1274735473125909,DSBM,soft,0.25,23
388,0.7390684052654198,0.13848617345487405,BiAA,hard,0.25,23
389,0.7390684052654198,0.13465048413255848,SBM,hard,0.25,23
390,0.7315641628895121,0.1343991361119283,DBiAA,hard,0.25,23
391,0.6699675231170719,0.11365623771434152,DSBM,hard,0.25,23
392,0.7532275286997284,0.1577768987695617,BiAA,soft,0.25,24
393,0.7535071045950581,0.14998308947545624,SBM,soft,0.25,24
394,0.7415389523214547,0.1399245637007651,DBiAA,soft,0.25,24
395,0.7421297834726781,0.14233941259949984,DSBM,soft,0.25,24
396,0.7426397547175663,0.14546754852491706,BiAA,hard,0.25,24
397,0.741420431636826,0.14546754852491706,SBM,hard,0.25,24
398,0.7482563059650241,0.13926058375391384,DBiAA,hard,0.25,24
399,0.6779626848147311,0.109308346994149,DSBM,hard,0.25,24
400,0.6576814844127864,0.10374345874135826,BiAA,soft,0.5,0
401,0.657491755705052,0.09669202852734357,SBM,soft,0.5,0
402,0.6589526447698192,0.10107078499965151,DBiAA,soft,0.5,0
403,0.6460295475530934,0.09149881398959306,DSBM,soft,0.5,0
404,0.6594574154684958,0.08903750705656968,BiAA,hard,0.5,0
405,0.6522857582552875,0.08840164167288858,SBM,hard,0.5,0
406,0.6518361693707954,0.09468344866595108,DBiAA,hard,0.5,0
407,0.635752539242844,0.08576097805437051,DSBM,hard,0.5,0
408,0.7018942092072284,0.10755614057793508,BiAA,soft,0.5,1
409,0.7020806401969837,0.10702331345314313,SBM,soft,0.5,1
410,0.6891531460229521,0.10169674700582021,DBiAA,soft,0.5,1
411,0.6905074088730598,0.10273302401110879,DSBM,soft,0.5,1
